Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
AUS,2,0,0,0,2017, January, Friday,14:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,2,2017, January, Friday,9:00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,2,2017, January, Friday,16:00,60, Dry, N, Daylight, Head On, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Friday,17:00,90, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, January, Friday,19:20,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Friday,16:20,100, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, January, Friday,21:00,50, Dry, N, Night, Head On, Minor Injury, N, N
AUS,2,0,1,0,2017, January, Friday,11:50,100, Dry, N, Daylight, Head On, Major Injury, N, N
AUS,2,0,0,0,2017, January, Saturday,8:30,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Saturday,11:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,2,2017, January, Saturday,12:50,60, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Saturday,14:30,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, January, Friday,19:10,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Saturday,14:00,110, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,2,0,0,0,2017, January, Saturday,11:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, January, Friday,16:30,50, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS,2,0,1,0,2017, January, Saturday,15:20,50, Dry, N, Daylight, Head On, Major Injury, N, N
AUS,2,0,0,0,2017, January, Saturday,16:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Saturday,17:50,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, January, Saturday,14:30,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Friday,18:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, January, Saturday,17:50,80, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,2,2017, January, Saturday,21:00,40, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS,2,0,1,0,2017, January, Saturday,12:00,60, Dry, N, Night, Rear End, Major Injury, N, N
AUS,2,0,0,1,2017, January, Saturday,17:20,60, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Sunday,9:00,80, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, January, Sunday,13:50,50, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Sunday,12:20,60, Dry, N, Daylight, Right Angle, Minor Injury, N, Y
AUS,2,0,0,1,2017, January, Sunday,13:20,80, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Sunday,13:30,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,4,0,0,0,2017, January, Sunday,13:50,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Sunday,13:30,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, January, Sunday,13:20,50, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Sunday,13:30,60, Dry, N, Daylight, Head On, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Sunday,16:00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Sunday,15:20,80, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Sunday,16:20,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Sunday,15:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Sunday,19:30,80, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, January, Sunday,18:00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Friday,16:00,110, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,0,2017, January, Monday,8:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Monday,9:40,50, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,2,0,0,0,2017, January, Monday,10:40,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,3,0,0,0,2017, January, Sunday,21:20,100, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Friday,16:00,100, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,2,0,0,0,2017, January, Monday,7:00,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, Y, N
AUS,2,0,0,0,2017, January, Monday,13:00,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, January, Monday,14:10,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Friday,11:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, January, Monday,15:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,1,2017, January, Monday,15:00,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Monday,16:50,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,1,0,2017, January, Friday,16:30,60, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS,2,0,1,0,2017, January, Monday,15:50,110, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
AUS,3,0,0,0,2017, January, Monday,16:50,70, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,1,2017, January, Monday,17:20,50, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Monday,18:20,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,2,2017, January, Monday,20:00,80, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Tuesday,4:50,70, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, January, Sunday,15:50,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Tuesday,6:30,80, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,5,0,0,1,2017, January, Tuesday,8:20,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Tuesday,7:20,70, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Monday,13:10,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Tuesday,12:40,100, Dry, N, Daylight, Rear End, Not Injured, N, Y
AUS,2,0,0,0,2017, January, Tuesday,11:00,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,1,0,2017, January, Monday,16:20,110, Dry, N, Daylight, Rear End, Major Injury, N, N
AUS,2,0,0,0,2017, January, Tuesday,13:00,80, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, January, Tuesday,12:30,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,1,0,2,2017, January, Tuesday,9:30,100, Dry, N, Daylight, Right Angle, Fatal, N, N
AUS,2,0,0,1,2017, January, Tuesday,14:50,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,2,0,2017, January, Tuesday,13:40,80, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
AUS,2,0,0,0,2017, January, Tuesday,15:30,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Tuesday,13:20,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Tuesday,16:30,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, January, Tuesday,17:10,60, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS,2,0,0,2,2017, January, Tuesday,17:30,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Monday,15:50,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, January, Tuesday,18:10,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, January, Tuesday,19:30,110, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, January, Tuesday,23:30,60, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, January, Saturday,18:30,60, Dry, N, Daylight, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,0,2017, January, Wednesday,8:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, January, Tuesday,16:30,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, January, Tuesday,13:50,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, January, Wednesday,9:20,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,3,0,0,1,2017, January, Wednesday,8:00,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Tuesday,19:10,100, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,3,0,0,1,2017, January, Wednesday,10:00,50, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Wednesday,12:00,50, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,12:10,60, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,2,0,0,0,2017, January, Wednesday,13:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, January, Wednesday,13:50,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,11:10,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, January, Wednesday,15:20,50, Dry, N, Daylight, Hit Pedestrian, Minor Injury, Y, N
AUS,4,0,0,1,2017, January, Wednesday,15:00,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,1,10,2017, January, Wednesday,13:10,60, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,16:50,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, January, Wednesday,16:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Wednesday,17:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Wednesday,16:50,110, Dry, N, Daylight, Rear End, Not Injured, N, Y
AUS,2,0,1,0,2017, January, Wednesday,17:50,50, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,14:50,70, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, January, Wednesday,17:30,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,3,0,0,2,2017, January, Wednesday,17:30,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,16:40,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,0,2017, January, Wednesday,15:50,100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,1,0,0,2017, January, Wednesday,21:00,10, Dry, N, Night, Hit Pedestrian, Fatal, N, N
AUS,2,0,0,0,2017, January, Thursday,0:40,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, January, Wednesday,12:30,80, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,3,2017, January, Wednesday,13:20,60, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,11:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, January, Thursday,7:50,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,2,2017, January, Wednesday,17:50,50, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,3:50,60, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, January, Tuesday,19:50,40, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Thursday,14:00,80, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, January, Wednesday,19:30,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,4,0,1,0,2017, January, Thursday,16:00,50, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS,2,0,0,0,2017, January, Thursday,16:00,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Thursday,0:20,60, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Thursday,16:40,60, Dry, N, Daylight, Rear End, Not Injured, N, N
