Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
US,2,0,0,0,2017, September, Saturday,0.00,40, Dry, N, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Monday,0.00,40, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,1,0,2017, October, Tuesday,0.00,40, Dry, N, Daylight, Right Angle, Major Injury, N, N
US,2,0,0,0,2017, October, Monday,0.00,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Thursday,0.00,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Monday,0.00,40, Dry, N, Night, Rear End, Not Injured, N, N
US,3,1,2,0,2017, October, Saturday,0.00,40, Wet, Y, Daylight, Right Angle, Fatal, Y, N
US,2,0,0,0,2017, November, Thursday,0.00,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, November, Wednesday,0.00,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, December, Monday,0.00,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, June, Thursday,0.00,48, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,2,2017, October, Wednesday,0.00,48, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, February, Saturday,0.00,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, April, Saturday,0.00,50, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, May, Monday,0.00,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, July, Friday,0.00,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, September, Friday,0.00,50, Dry, N, Night, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, September, Wednesday,0.00,50, Wet, Y, Night, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, September, Tuesday,0.00,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, October, Wednesday,0.00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, October, Wednesday,0.00,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, October, Tuesday,0.00,50, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,3,0,0,1,2017, November, Friday,0.00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,3,0,0,0,2017, December, Saturday,0.00,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,1,0,2017, February, Thursday,0.00,56, Dry, N, Daylight, Head On, Major Injury, N, N
US,2,0,0,0,2017, March, Monday,0.00,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, April, Wednesday,0.00,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, April, Friday,0.00,56, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,1,2017, May, Friday,0.00,56, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, June, Thursday,0.00,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, July, Wednesday,0.00,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,2,2017, July, Friday,0.00,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, August, Wednesday,0.00,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, September, Saturday,0.00,56, Dry, N, Night, Right Angle, Not Injured, Y, N
US,3,0,0,0,2017, September, Thursday,0.00,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, September, Monday,0.00,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, September, Saturday,0.00,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Thursday,0.00,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,4,0,0,0,2017, October, Sunday,0.00,56, Dry, N, Night, Right Angle, Not Injured, Y, N
US,2,0,0,0,2017, October, Sunday,0.00,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, November, Sunday,0.00,56, Wet, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, November, Wednesday,0.00,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, November, Wednesday,0.00,56, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, December, Thursday,0.00,56, Dry, Y, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, January, Friday,0.00,60, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, February, Friday,0.00,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,3,0,0,0,2017, February, Saturday,0.00,60, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,3,0,0,0,2017, March, Sunday,0.00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, March, Tuesday,0.00,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Sunday,0.00,60, Wet, Y, Daylight, Head On, Not Injured, N, N
AUS,3,0,0,1,2017, March, Wednesday,0.00,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,3,0,0,1,2017, March, Thursday,0.00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, April, Wednesday,0.00,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, May, Sunday,0.00,60, Dry, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS,2,0,0,0,2017, June, Saturday,0.00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, June, Wednesday,0.00,60, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, July, Sunday,0.00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, August, Wednesday,0.00,60, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,0,2017, August, Friday,0.00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, September, Tuesday,0.00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, October, Thursday,0.00,60, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, October, Wednesday,0.00,60, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, October, Sunday,0.00,60, Dry, N, Night, Side Swipe, Minor Injury, Y, N
AUS,2,0,0,2,2017, November, Monday,0.00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, November, Monday,0.00,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, December, Tuesday,0.00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, February, Sunday,0.00,64, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, May, Tuesday,0.00,64, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,3,2017, June, Friday,0.00,64, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, November, Wednesday,0.00,64, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, December, Tuesday,0.00,64, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,3,0,0,1,2017, July, Wednesday,0.00,70, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
US,3,0,0,2,2017, April, Tuesday,0.00,72, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, April, Friday,0.00,72, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, June, Wednesday,0.00,72, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, July, Saturday,0.00,72, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, September, Thursday,0.00,72, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, November, Sunday,0.00,72, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, April, Thursday,0.00,80, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, October, Monday,0.00,80, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, December, Friday,0.00,80, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, December, Tuesday,0.00,80, Wet, Y, Night, Hit Fixed Object, Not Injured, Y, N
AUS,3,0,0,1,2017, September, Monday,0.00,80, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, January, Wednesday,0.00,89, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, February, Friday,0.00,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,0.00,89, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,3,0,0,0,2017, July, Sunday,0.00,89, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, July, Sunday,0.00,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, May, Friday,0.00,89, Wet, Y, Night, Rear End, Not Injured, N, N
US,2,0,0,2,2017, December, Thursday,0.00,89, Dry, N, Night, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, July, Thursday,0.00,100, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,1,2017, November, Friday,0.00,100, Wet, Y, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,1,2017, February, Sunday,0.00,110, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,0,2017, April, Sunday,0.00,110, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, April, Tuesday,0.00,110, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, May, Wednesday,0.00,110, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
US,2,0,0,1,2017, June, Friday,0.20,24, Wet, Y, Daylight, Hit Pedestrian, Minor Injury, N, N
US,2,0,0,0,2017, November, Thursday,0.20,24, Wet, Y, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, May, Saturday,0.20,32, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, September, Sunday,0.20,32, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, January, Monday,0.20,40, Dry, N, Night, Right Angle, Not Injured, N, N
US,3,0,1,0,2017, January, Friday,0.20,40, Dry, N, Daylight, Right Angle, Major Injury, N, N
US,2,0,0,0,2017, February, Friday,0.20,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, March, Saturday,0.20,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, April, Sunday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,1,0,2017, April, Saturday,0.20,40, Dry, N, Night, Head On, Major Injury, Y, N
US,2,0,0,1,2017, May, Tuesday,0.20,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, May, Monday,0.20,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, May, Thursday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, May, Saturday,0.20,40, Dry, N, Night, Rear End, Not Injured, Y, N
US,2,0,0,0,2017, June, Tuesday,0.20,40, Dry, N, Night, Right Angle, Minor Injury, Y, N
US,2,0,0,0,2017, June, Thursday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, June, Thursday,0.20,40, Dry, N, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, June, Friday,0.20,40, Wet, Y, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, August, Friday,0.20,40, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US,2,0,0,0,2017, August, Thursday,0.20,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, August, Thursday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, September, Sunday,0.20,40, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US,2,0,0,0,2017, September, Friday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,4,0,0,0,2017, September, Friday,0.20,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,3,0,0,0,2017, September, Tuesday,0.20,40, Dry, N, Night, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, September, Saturday,0.20,40, Dry, N, Night, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, October, Monday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,3,0,0,0,2017, October, Tuesday,0.20,40, Wet, N, Night, Right Angle, Not Injured, Y, N
US,2,0,0,0,2017, October, Tuesday,0.20,40, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, November, Friday,0.20,40, Dry, N, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, November, Wednesday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, December, Wednesday,0.20,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, February, Sunday,0.20,48, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, November, Monday,0.20,48, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US,2,0,0,0,2017, December, Saturday,0.20,48, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Wednesday,0.20,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,0.20,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Sunday,0.20,50, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, May, Friday,0.20,50, Dry, N, Night, Hit Pedestrian, Not Injured, N, N
AUS,2,0,0,0,2017, July, Saturday,0.20,50, Wet, N, Night, Hit Fixed Object, Not Injured, N, N
US,2,0,0,0,2017, January, Friday,0.20,56, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, February, Monday,0.20,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, February, Thursday,0.20,56, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,3,0,0,0,2017, February, Tuesday,0.20,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, March, Tuesday,0.20,56, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,3,0,0,2,2017, March, Sunday,0.20,56, Dry, N, Night, Rear End, Minor Injury, Y, N
US,2,0,0,0,2017, April, Monday,0.20,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, April, Saturday,0.20,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, May, Saturday,0.20,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, June, Tuesday,0.20,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, June, Tuesday,0.20,56, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, June, Saturday,0.20,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, June, Thursday,0.20,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,0.20,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, August, Thursday,0.20,56, Dry, N, Night, Head On, Not Injured, N, N
US,2,0,0,1,2017, August, Monday,0.20,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, September, Saturday,0.20,56, Dry, N, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, August, Thursday,0.20,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, September, Wednesday,0.20,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Monday,0.20,56, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,3,0,0,3,2017, October, Wednesday,0.20,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, November, Monday,0.20,56, Wet, Y, Daylight, Head On, Not Injured, N, N
US,2,0,0,0,2017, November, Monday,0.20,56, Dry, N, Daylight, Head On, Not Injured, N, N
US,4,0,0,0,2017, November, Sunday,0.20,56, Wet, Y, Night, Rear End, Not Injured, N, N
US,2,0,0,0,2017, November, Monday,0.20,56, Wet, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, December, Saturday,0.20,56, Dry, Y, Daylight, Head On, Not Injured, N, N
AUS,3,0,0,0,2017, January, Monday,0.20,60, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Saturday,0.20,60, Dry, N, Night, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, May, Friday,0.20,60, Dry, N, Night, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, October, Sunday,0.20,60, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,0,2017, October, Tuesday,0.20,60, Dry, N, Night, Right Angle, Not Injured, N, N
AUS,3,0,0,1,2017, December, Thursday,0.20,60, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
US,3,0,0,0,2017, March, Friday,0.20,64, Dry, N, Daylight, Rear End, Not Injured, N, N
US,3,0,0,0,2017, June, Saturday,0.20,64, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,1,2017, August, Tuesday,0.20,64, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,1,2017, November, Monday,0.20,64, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,1,2017, March, Friday,0.20,72, Dry, N, Night, Right Angle, Minor Injury, Y, N
AUS,2,0,0,1,2017, October, Monday,0.20,80, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, December, Saturday,0.20,80, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
US,2,0,0,0,2017, February, Sunday,0.20,89, Dry, N, Night, Right Angle, Minor Injury, Y, N
US,3,0,0,5,2017, August, Monday,0.20,89, Dry, N, Night, Rear End, Minor Injury, Y, N
US,2,0,0,0,2017, October, Tuesday,0.20,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, July, Thursday,0.20,89, Dry, N, Daylight, Head On, Minor Injury, N, N
US,2,0,0,0,2017, November, Wednesday,0.20,89, Dry, N, Night, Rear End, Minor Injury, Y, N
AUS,2,0,0,0,2017, September, Thursday,0.20,100, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,1,0,2017, October, Sunday,0.20,100, Dry, N, Night, Hit Fixed Object, Major Injury, N, N
AUS,2,0,0,0,2017, August, Friday,0.20,110, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
US,2,0,0,0,2017, February, Tuesday,0.30,24, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, May, Wednesday,0.30,24, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, September, Saturday,0.30,24, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, March, Sunday,0.30,32, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, December, Saturday,0.30,32, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, January, Friday,0.30,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, January, Saturday,0.30,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,1,1,2017, February, Monday,0.30,40, Dry, N, Daylight, Right Angle, Major Injury, N, N
US,2,0,0,0,2017, February, Monday,0.30,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,1,2017, February, Tuesday,0.30,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,1,2017, March, Wednesday,0.30,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, March, Friday,0.30,40, Dry, N, Daylight, Head On, Not Injured, N, N
US,2,0,0,1,2017, April, Thursday,0.30,40, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,1,2017, April, Monday,0.30,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,3,0,0,0,2017, April, Wednesday,0.30,40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, May, Monday,0.30,40, Dry, N, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, May, Tuesday,0.30,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,1,2017, June, Saturday,0.30,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, June, Thursday,0.30,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,1,2017, June, Saturday,0.30,40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, June, Sunday,0.30,40, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US,3,0,0,1,2017, June, Sunday,0.30,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, July, Tuesday,0.30,40, Dry, N, Night, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, July, Friday,0.30,40, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US,2,0,0,0,2017, June, Saturday,0.30,40, Dry, N, Night, Head On, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,0.30,40, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US,3,0,0,1,2017, July, Thursday,0.30,40, Wet, Y, Daylight, Side Swipe, Minor Injury, N, N
US,3,0,0,0,2017, July, Friday,0.30,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,0.30,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, August, Monday,0.30,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, August, Tuesday,0.30,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, August, Wednesday,0.30,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, August, Friday,0.30,40, Dry, N, Daylight, Rear End, Not Injured, Y, N
US,2,0,0,1,2017, August, Saturday,0.30,40, Dry, N, Night, Right Angle, Minor Injury, Y, N
US,2,0,0,0,2017, September, Thursday,0.30,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, September, Tuesday,0.30,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,1,2017, September, Monday,0.30,40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, September, Wednesday,0.30,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, September, Wednesday,0.30,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, October, Sunday,0.30,40, Wet, Y, Night, Head On, Not Injured, N, N
US,2,0,0,0,2017, October, Tuesday,0.30,40, Dry, N, Night, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, November, Wednesday,0.30,40, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, November, Wednesday,0.30,40, Dry, N, Night, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, November, Wednesday,0.30,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
